order date,ship date,sales,profit,discount,region,category,sub-category,order_year,order_month,order_day,profit_ratio
2019-07-30,2019-08-05,351.89,-174.33,0.0,Central,furniture,chairs,2019,7,30,-0.49541049759868144
2018-11-01,2018-11-02,1416.66,112.46,0.2,Central,furniture,chairs,2018,11,1,0.07938390298307285
2020-08-14,2020-08-18,554.1,-160.04,0.2,East,office supplies,storage,2020,8,14,-0.28882873127594294
2020-10-21,2020-10-24,915.35,453.71,0.0,East,office supplies,binders,2020,10,21,0.4956683235920686
2021-05-14,2021-05-18,313.72,490.64,0.3,Central,furniture,bookcases,2021,5,14,1.563942368991457
2018-08-05,2018-08-07,1946.73,206.08,0.3,Central,technology,accessories,2018,8,5,0.10585956963728921
2020-07-07,2020-07-11,1073.85,-111.98,0.1,East,technology,accessories,2020,7,7,-0.10427899613540068
2020-06-10,2020-06-12,392.93,311.58,0.0,South,office supplies,paper,2020,6,10,0.7929656681851729
2018-03-27,2018-03-29,1330.03,485.04,0.2,West,office supplies,binders,2018,3,27,0.364683503379623
2021-03-14,2021-03-16,1740.43,199.43,0.3,Central,office supplies,paper,2021,3,14,0.11458662514436088
2020-03-11,2020-03-12,447.04,261.22,0.0,South,furniture,tables,2020,3,11,0.584332498210451
2021-05-28,2021-05-30,1998.84,-166.25,0.0,East,furniture,chairs,2021,5,28,-0.0831732404794781
2019-11-19,2019-11-24,1569.12,196.91,0.0,Central,furniture,chairs,2019,11,19,0.1254907209136331
2021-01-30,2021-02-05,1852.84,106.72,0.1,West,office supplies,binders,2021,1,30,0.05759806567215734
2021-07-26,2021-07-29,1740.42,62.97,0.1,West,furniture,chairs,2021,7,26,0.03618092184645085
2019-12-26,2019-12-27,745.59,77.32,0.0,Central,technology,phones,2019,12,26,0.10370310760605693
2021-12-11,2021-12-12,1100.46,111.09,0.1,West,furniture,chairs,2021,12,11,0.1009486941824328
2020-08-25,2020-08-31,1292.3,331.54,0.0,Central,technology,copiers,2020,8,25,0.2565503366091465
2018-11-24,2018-11-26,968.78,-182.05,0.1,East,furniture,tables,2018,11,24,-0.1879167612873924
2018-10-31,2018-11-05,507.22,133.69,0.2,South,furniture,tables,2018,10,31,0.2635739915618469
2019-05-13,2019-05-17,1911.94,-187.24,0.2,Central,technology,accessories,2019,5,13,-0.09793194347102943
2021-02-14,2021-02-18,1910.23,258.29,0.2,Central,technology,copiers,2021,2,14,0.1352140841678751
2019-04-15,2019-04-18,220.81,140.11,0.3,East,furniture,chairs,2019,4,15,0.6345274217653186
2020-01-21,2020-01-25,1087.54,17.92,0.3,West,office supplies,storage,2020,1,21,0.016477554848557296
2019-08-12,2019-08-16,1649.88,165.74,0.2,Central,office supplies,paper,2019,8,12,0.10045579072417388
2020-06-27,2020-06-28,1143.28,-20.41,0.3,South,office supplies,storage,2020,6,27,-0.01785214470645861
2021-11-09,2021-11-13,105.96,243.21,0.2,East,office supplies,storage,2021,11,9,2.2953001132502835
2021-02-15,2021-02-20,1770.73,-40.34,0.0,Central,technology,accessories,2021,2,15,-0.022781564665420476
2019-11-13,2019-11-14,489.0,346.37,0.1,South,office supplies,paper,2019,11,13,0.7083231083844581
2021-05-10,2021-05-11,209.16,236.7,0.0,Central,technology,copiers,2021,5,10,1.1316695352839932
2019-11-18,2019-11-19,1479.01,403.96,0.2,East,office supplies,binders,2019,11,18,0.2731286468651327
2021-12-26,2021-12-31,1291.1,224.97,0.3,Central,furniture,tables,2021,12,26,0.17424676632329023
2019-08-13,2019-08-18,1197.06,147.74,0.1,South,office supplies,binders,2019,8,13,0.12341904332280756
2021-10-29,2021-11-03,1440.84,284.71,0.2,South,technology,copiers,2021,10,29,0.1976000111046334
2021-05-26,2021-06-01,1165.21,-8.09,0.1,South,office supplies,storage,2021,5,26,-0.006942954488890415
2018-03-14,2018-03-15,468.78,48.5,0.3,East,furniture,chairs,2018,3,14,0.10346004522377235
2020-08-13,2020-08-18,158.46,248.12,0.3,West,furniture,tables,2020,8,13,1.5658210273886153
2020-10-10,2020-10-14,662.18,33.1,0.1,West,office supplies,storage,2020,10,10,0.049986408529402886
2019-09-06,2019-09-07,1991.05,112.45,0.3,South,technology,accessories,2019,9,6,0.05647773787699958
2019-03-29,2019-04-03,1277.22,328.39,0.2,South,office supplies,paper,2019,3,29,0.2571131050249761
2019-11-01,2019-11-02,1647.18,-199.13,0.3,South,office supplies,paper,2019,11,1,-0.12089146298522323
2018-08-25,2018-08-29,1948.85,-185.98,0.3,South,technology,accessories,2018,8,25,-0.09543063858172768
2018-10-13,2018-10-18,204.0,-20.07,0.3,Central,furniture,chairs,2018,10,13,-0.09838235294117648
2020-02-23,2020-02-27,1568.42,296.12,0.1,South,furniture,chairs,2020,2,23,0.1888014689942745
2018-04-24,2018-04-29,733.07,-138.65,0.2,East,furniture,bookcases,2018,4,24,-0.1891360988718676
2020-04-14,2020-04-18,573.81,459.67,0.1,Central,furniture,chairs,2020,4,14,0.8010839825029192
2019-02-10,2019-02-13,1157.68,196.6,0.3,West,office supplies,storage,2019,2,10,0.16982240342754473
2018-02-11,2018-02-17,1638.55,66.44,0.3,West,technology,phones,2018,2,11,0.040548045528058345
2018-05-14,2018-05-17,1584.26,13.28,0.0,Central,office supplies,paper,2018,5,14,0.008382462474593816
2019-08-01,2019-08-04,1396.0,42.27,0.3,West,furniture,bookcases,2019,8,1,0.030279369627507165
2020-03-03,2020-03-08,1726.79,445.93,0.1,East,office supplies,binders,2020,3,3,0.25824217189119697
2018-08-26,2018-08-31,648.71,466.96,0.1,East,office supplies,paper,2018,8,26,0.7198285828798692
2019-04-27,2019-05-02,71.11,-105.38,0.3,East,furniture,chairs,2019,4,27,-1.4819294051469554
2020-04-25,2020-04-29,890.23,-126.03,0.1,South,furniture,bookcases,2020,4,25,-0.1415701560270941
2018-09-11,2018-09-13,1307.4,-93.58,0.2,East,furniture,bookcases,2018,9,11,-0.07157717607465197
2020-02-17,2020-02-18,135.16,496.41,0.0,Central,technology,accessories,2020,2,17,3.6727582124889024
2020-09-09,2020-09-12,357.92,-147.76,0.3,West,technology,phones,2020,9,9,-0.4128296826106392
2018-09-20,2018-09-24,1243.74,243.23,0.3,East,office supplies,storage,2018,9,20,0.1955633814141219
2021-11-04,2021-11-08,364.03,259.01,0.1,Central,furniture,bookcases,2021,11,4,0.7115072933549433
2020-02-07,2020-02-12,721.39,167.85,0.1,West,office supplies,storage,2020,2,7,0.23267580642925462
2019-08-21,2019-08-26,41.84,91.31,0.2,East,technology,phones,2019,8,21,2.18236137667304
2019-10-23,2019-10-25,1368.33,-67.21,0.0,East,office supplies,paper,2019,10,23,-0.049118268254003054
2018-08-30,2018-09-04,1952.23,361.08,0.0,South,furniture,chairs,2018,8,30,0.18495771502333228
2019-05-12,2019-05-16,1299.26,149.53,0.3,Central,furniture,bookcases,2019,5,12,0.11508858888905993
2019-05-25,2019-05-29,1732.03,-29.57,0.1,South,furniture,tables,2019,5,25,-0.01707245255567167
2021-12-30,2022-01-04,929.7,349.51,0.0,East,technology,phones,2021,12,30,0.3759384747768097
2021-02-17,2021-02-18,1886.81,366.22,0.3,East,furniture,chairs,2021,2,17,0.19409479491840728
2018-08-30,2018-09-01,521.06,346.82,0.3,Central,furniture,tables,2018,8,30,0.6656047288220167
2020-02-15,2020-02-18,911.25,-41.12,0.0,South,technology,accessories,2020,2,15,-0.045124828532235935
2019-04-12,2019-04-17,1480.12,158.56,0.0,South,technology,phones,2019,4,12,0.10712644920682107
2018-03-28,2018-03-31,1324.89,361.49,0.2,South,furniture,chairs,2018,3,28,0.2728452928167621
2018-05-28,2018-06-02,787.44,123.36,0.3,Central,furniture,chairs,2018,5,28,0.1566595550137153
2021-11-15,2021-11-18,386.69,-78.12,0.0,East,technology,copiers,2021,11,15,-0.20202229175825598
2021-10-07,2021-10-09,61.47,-142.48,0.3,East,office supplies,paper,2021,10,7,-2.3178786399869855
2018-11-25,2018-11-27,1341.35,-192.7,0.3,West,technology,phones,2018,11,25,-0.1436612368136579
2018-06-18,2018-06-19,1070.0,-170.63,0.1,West,office supplies,binders,2018,6,18,-0.15946728971962618
2020-02-09,2020-02-15,982.31,444.21,0.3,South,furniture,bookcases,2020,2,9,0.4522095876047276
2019-06-06,2019-06-07,1857.61,-42.77,0.0,South,office supplies,storage,2019,6,6,-0.02302420852600923
2018-05-04,2018-05-06,1233.62,460.15,0.1,South,technology,accessories,2018,5,4,0.37300789546213586
2019-11-17,2019-11-18,1298.71,0.13,0.3,West,furniture,bookcases,2019,11,17,0.00010009932933449346
2019-05-12,2019-05-16,1839.47,-23.43,0.0,West,technology,copiers,2019,5,12,-0.01273736456696766
2018-10-29,2018-11-04,1557.37,259.31,0.2,South,furniture,tables,2018,10,29,0.16650506944399854
2018-08-23,2018-08-24,1876.03,-169.78,0.1,West,office supplies,paper,2018,8,23,-0.09049961887603077
2019-04-08,2019-04-12,1639.21,-50.54,0.2,Central,furniture,chairs,2019,4,8,-0.03083192513466853
2019-02-25,2019-03-02,1491.98,228.36,0.1,Central,furniture,tables,2019,2,25,0.15305835198863257
2020-11-19,2020-11-23,1279.86,332.79,0.2,South,technology,phones,2020,11,19,0.2600206272561062
2018-05-09,2018-05-13,1458.39,494.27,0.3,Central,office supplies,paper,2018,5,9,0.33891483073800555
2019-04-18,2019-04-20,1489.85,370.58,0.2,Central,office supplies,paper,2019,4,18,0.24873644997818573
2018-04-22,2018-04-27,1086.62,166.91,0.1,West,office supplies,binders,2018,4,22,0.15360475603246768
2020-11-01,2020-11-02,41.84,324.68,0.0,East,office supplies,paper,2020,11,1,7.7600382409177815
2020-10-11,2020-10-17,1755.77,497.43,0.3,Central,technology,copiers,2020,10,11,0.283311595482324
2019-06-20,2019-06-26,1194.23,74.07,0.0,West,furniture,tables,2019,6,20,0.06202322835634676
2018-07-21,2018-07-27,350.43,-73.08,0.0,South,technology,phones,2018,7,21,-0.20854378905915588
2019-08-06,2019-08-10,1030.02,306.38,0.0,South,furniture,bookcases,2019,8,6,0.2974505349410691
2019-05-15,2019-05-19,124.55,140.62,0.1,West,office supplies,storage,2019,5,15,1.1290244881573666
2021-04-26,2021-04-30,657.77,245.54,0.2,West,technology,copiers,2021,4,26,0.3732915760828253
2021-08-30,2021-09-05,435.49,377.59,0.2,South,furniture,tables,2021,8,30,0.8670463156444465
2018-07-02,2018-07-03,879.36,-137.98,0.3,East,furniture,tables,2018,7,2,-0.15690957059679767
2021-08-19,2021-08-22,1472.56,9.61,0.0,East,technology,copiers,2021,8,19,0.0065260498723311786
2019-02-03,2019-02-09,1982.43,323.05,0.2,East,office supplies,storage,2019,2,3,0.16295657349818152
2019-05-15,2019-05-20,1959.7,-84.29,0.2,East,office supplies,binders,2019,5,15,-0.04301168546206052
2019-12-11,2019-12-12,1860.64,347.81,0.2,West,office supplies,paper,2019,12,11,0.18693030355146614
2020-07-10,2020-07-13,766.29,123.21,0.3,East,technology,accessories,2020,7,10,0.16078769134400814
2019-12-05,2019-12-10,1417.92,241.82,0.1,Central,furniture,tables,2019,12,5,0.1705455879034078
2020-07-19,2020-07-20,1564.82,-195.08,0.0,West,technology,accessories,2020,7,19,-0.1246660957809844
2020-09-11,2020-09-15,46.54,-2.08,0.1,West,office supplies,binders,2020,9,11,-0.0446927374301676
2018-06-12,2018-06-16,1578.51,482.38,0.3,West,office supplies,storage,2018,6,12,0.3055919823124339
2018-07-24,2018-07-30,149.42,141.3,0.3,Central,technology,accessories,2018,7,24,0.945656538615982
2020-05-24,2020-05-25,704.92,20.63,0.2,Central,office supplies,paper,2020,5,24,0.029265732281677354
2021-11-23,2021-11-25,1470.25,183.82,0.3,Central,office supplies,storage,2021,11,23,0.12502635606189424
2021-12-20,2021-12-22,849.21,-17.89,0.0,East,technology,phones,2021,12,20,-0.021066638405105923
2021-01-10,2021-01-15,1315.27,-61.33,0.3,East,office supplies,binders,2021,1,10,-0.046629209211796814
2020-05-02,2020-05-06,712.02,-120.13,0.1,East,technology,copiers,2020,5,2,-0.16871717086598692
2020-10-13,2020-10-19,1131.22,166.37,0.0,East,technology,accessories,2020,10,13,0.14707130354838138
2018-02-12,2018-02-13,1587.57,184.19,0.1,West,office supplies,paper,2018,2,12,0.11602008100430218
2019-09-02,2019-09-03,868.69,-101.33,0.1,South,office supplies,paper,2019,9,2,-0.1166469051099932
2020-04-21,2020-04-23,1726.73,122.11,0.2,West,furniture,tables,2020,4,21,0.07071748333555333
2019-07-25,2019-07-27,1956.56,355.79,0.0,South,technology,accessories,2019,7,25,0.1818446661487509
2019-06-16,2019-06-18,673.83,329.73,0.1,Central,technology,phones,2019,6,16,0.48933707314901387
2019-09-20,2019-09-24,525.88,462.65,0.3,West,furniture,bookcases,2019,9,20,0.879763444131741
2019-03-23,2019-03-25,149.11,124.75,0.3,South,office supplies,binders,2019,3,23,0.8366306753403527
2020-10-08,2020-10-11,228.84,259.75,0.0,Central,furniture,tables,2020,10,8,1.1350725397657753
2019-12-10,2019-12-13,407.31,-69.29,0.3,South,office supplies,storage,2019,12,10,-0.17011612776509294
2020-12-31,2021-01-01,804.02,440.56,0.3,West,furniture,chairs,2020,12,31,0.5479465684933211
2021-07-15,2021-07-17,647.19,400.03,0.2,Central,office supplies,paper,2021,7,15,0.618102875507965
2018-02-09,2018-02-15,298.61,-58.59,0.3,South,office supplies,storage,2018,2,9,-0.19620910217340343
2019-09-05,2019-09-09,1601.21,477.43,0.2,South,furniture,bookcases,2019,9,5,0.29816826025318355
2020-03-24,2020-03-25,847.17,488.88,0.0,West,furniture,bookcases,2020,3,24,0.5770742590035058
2021-07-07,2021-07-11,1766.22,99.24,0.2,South,furniture,tables,2021,7,7,0.05618779087542888
2018-05-11,2018-05-12,78.14,376.07,0.1,West,technology,phones,2018,5,11,4.812771947786025
2018-08-15,2018-08-20,686.94,7.54,0.1,West,office supplies,binders,2018,8,15,0.010976213351966692
2021-11-01,2021-11-04,1804.57,256.17,0.0,East,office supplies,storage,2021,11,1,0.14195625550685206
2021-02-28,2021-03-04,683.71,-78.37,0.0,South,office supplies,paper,2021,2,28,-0.1146246215500724
2021-12-11,2021-12-16,851.84,433.75,0.2,Central,office supplies,paper,2021,12,11,0.5091918670172803
2021-01-03,2021-01-04,882.3,204.07,0.0,East,office supplies,paper,2021,1,3,0.2312932109259889
2020-07-19,2020-07-20,270.0,273.32,0.1,Central,technology,accessories,2020,7,19,1.0122962962962962
2019-03-30,2019-03-31,1317.46,494.22,0.2,Central,technology,copiers,2019,3,30,0.3751309337664901
2019-05-31,2019-06-02,1035.06,13.72,0.2,East,technology,copiers,2019,5,31,0.013255270225880626
2020-08-06,2020-08-12,1523.31,432.53,0.0,Central,technology,phones,2020,8,6,0.2839408918736173
2020-04-24,2020-04-26,1308.52,411.96,0.2,Central,furniture,bookcases,2020,4,24,0.31482896707730873
2021-10-09,2021-10-15,931.51,405.19,0.3,West,technology,copiers,2021,10,9,0.43498191109059486
2019-08-19,2019-08-20,103.21,317.93,0.1,West,technology,copiers,2019,8,19,3.080418564092627
2018-03-24,2018-03-30,1823.32,327.77,0.0,South,technology,accessories,2018,3,24,0.17976548274576049
2020-12-22,2020-12-23,623.41,380.58,0.3,Central,furniture,bookcases,2020,12,22,0.6104810638263743
2021-02-17,2021-02-23,258.09,-152.16,0.0,West,technology,accessories,2021,2,17,-0.5895617807741486
2021-10-31,2021-11-04,616.51,218.85,0.2,East,furniture,chairs,2021,10,31,0.35498207652755026
2018-08-10,2018-08-11,115.32,432.03,0.3,West,technology,accessories,2018,8,10,3.7463579604578565
2021-02-24,2021-03-01,1679.54,-0.3,0.3,Central,furniture,chairs,2021,2,24,-0.000178620336520714
2022-02-01,2022-02-06,146.01,381.96,0.2,South,technology,accessories,2022,2,1,2.615985206492706
2021-05-09,2021-05-14,84.64,407.99,0.1,South,furniture,chairs,2021,5,9,4.820297731568998
2018-12-09,2018-12-13,1823.14,125.1,0.2,East,furniture,chairs,2018,12,9,0.06861787904384742
2020-03-30,2020-04-04,357.75,463.68,0.1,South,technology,accessories,2020,3,30,1.2961006289308177
2018-06-28,2018-07-02,1359.32,-107.81,0.3,West,furniture,chairs,2018,6,28,-0.07931171468086985
2020-05-03,2020-05-07,1902.05,220.46,0.2,East,furniture,bookcases,2020,5,3,0.11590652191057019
2021-07-09,2021-07-15,523.7,53.3,0.3,West,furniture,bookcases,2021,7,9,0.10177582585449683
2022-01-30,2022-02-03,949.89,115.33,0.0,East,office supplies,storage,2022,1,30,0.1214140584699281
2021-08-07,2021-08-12,959.09,213.61,0.0,West,technology,accessories,2021,8,7,0.2227215381246807
2020-05-30,2020-06-05,1669.97,390.75,0.0,West,furniture,tables,2020,5,30,0.23398623927375942
2019-12-05,2019-12-11,805.66,-168.93,0.0,East,technology,phones,2019,12,5,-0.2096790209269419
2019-07-07,2019-07-08,245.4,41.66,0.2,Central,furniture,chairs,2019,7,7,0.16976365118174408
2019-02-01,2019-02-04,108.81,115.42,0.2,West,furniture,bookcases,2019,2,1,1.0607480930061575
2021-04-06,2021-04-10,1465.12,417.58,0.0,East,furniture,chairs,2021,4,6,0.2850141967893415
2021-06-17,2021-06-18,1651.1,468.54,0.1,East,furniture,chairs,2021,6,17,0.2837744533947066
2018-06-23,2018-06-29,530.06,-158.33,0.2,South,furniture,bookcases,2018,6,23,-0.2987020337320304
2021-09-09,2021-09-15,1604.7,263.87,0.0,Central,office supplies,paper,2021,9,9,0.16443572007228766
2018-11-28,2018-11-30,655.74,324.9,0.1,Central,technology,phones,2018,11,28,0.4954707658523195
2018-07-21,2018-07-23,1778.32,219.08,0.1,West,furniture,chairs,2018,7,21,0.12319492554770796
2019-12-14,2019-12-15,325.56,-79.71,0.1,Central,technology,accessories,2019,12,14,-0.24483966089200146
2019-01-22,2019-01-28,301.43,-191.81,0.1,South,furniture,tables,2019,1,22,-0.6363334770925256
2021-08-27,2021-09-01,810.75,437.09,0.1,East,technology,copiers,2021,8,27,0.539118100524206
2020-07-09,2020-07-10,153.42,71.17,0.2,West,technology,copiers,2020,7,9,0.463889975231391
2019-01-10,2019-01-11,626.5,352.29,0.3,South,technology,phones,2019,1,10,0.5623144453312051
2018-07-14,2018-07-18,1166.95,331.55,0.2,South,office supplies,storage,2018,7,14,0.2841167145121899
2021-02-15,2021-02-19,798.09,168.07,0.1,South,technology,accessories,2021,2,15,0.21059028430377524
2021-05-04,2021-05-09,1782.39,42.11,0.3,Central,furniture,bookcases,2021,5,4,0.02362558138230129
2022-01-07,2022-01-09,1281.07,38.42,0.2,Central,furniture,tables,2022,1,7,0.029990554770621437
2020-03-27,2020-03-28,1360.7,224.05,0.1,South,office supplies,storage,2020,3,27,0.1646578966708312
2020-11-20,2020-11-24,351.37,480.42,0.1,South,office supplies,binders,2020,11,20,1.3672766599311268
2018-03-16,2018-03-21,780.73,-172.7,0.1,Central,technology,copiers,2018,3,16,-0.22120323287179944
2018-09-19,2018-09-22,311.18,141.5,0.1,East,technology,accessories,2018,9,19,0.45472074040748117
2018-06-19,2018-06-23,641.65,421.88,0.3,West,office supplies,binders,2018,6,19,0.6574924024000623
2020-03-07,2020-03-12,1221.62,-93.89,0.0,East,furniture,chairs,2020,3,7,-0.0768569604295935
2021-04-03,2021-04-04,1116.35,179.19,0.1,East,office supplies,binders,2021,4,3,0.16051417566175483
2020-08-04,2020-08-07,618.62,-18.47,0.2,West,technology,copiers,2020,8,4,-0.02985677798971905
2020-07-30,2020-08-03,485.37,381.48,0.3,Central,furniture,chairs,2020,7,30,0.7859571048890538
2021-07-27,2021-08-01,899.21,238.36,0.2,South,furniture,bookcases,2021,7,27,0.2650771232526329
2018-09-30,2018-10-03,1763.02,236.38,0.0,South,technology,phones,2018,9,30,0.13407675465961816
2018-06-14,2018-06-19,313.01,396.79,0.0,South,office supplies,storage,2018,6,14,1.2676591802178845
2018-03-05,2018-03-08,1820.72,305.5,0.0,Central,office supplies,storage,2018,3,5,0.16779076409332572
2019-01-30,2019-02-03,134.33,276.53,0.0,West,office supplies,binders,2019,1,30,2.05858706171369
2020-06-01,2020-06-04,1035.55,-134.43,0.3,South,office supplies,paper,2020,6,1,-0.1298150741152045
2019-11-26,2019-11-28,993.01,165.71,0.1,South,office supplies,storage,2019,11,26,0.1668764665008409
2019-12-16,2019-12-17,737.29,308.0,0.0,West,technology,copiers,2019,12,16,0.41774607006740905
2019-08-27,2019-08-30,1212.19,213.98,0.2,East,technology,accessories,2019,8,27,0.17652348229237988
2021-09-14,2021-09-18,26.27,248.14,0.0,South,technology,copiers,2021,9,14,9.445755614769698
2021-09-08,2021-09-11,80.96,480.07,0.0,Central,technology,copiers,2021,9,8,5.929718379446641
2019-04-25,2019-05-01,1381.69,305.89,0.1,West,technology,accessories,2019,4,25,0.22138829983570843
2018-10-04,2018-10-08,1612.79,-4.87,0.3,West,office supplies,paper,2018,10,4,-0.003019611976760769
2021-08-19,2021-08-22,1995.69,273.77,0.0,South,furniture,tables,2021,8,19,0.1371806242452485
2019-10-09,2019-10-12,1480.98,383.9,0.0,Central,technology,accessories,2019,10,9,0.259220246053289
2019-10-10,2019-10-15,1647.41,366.43,0.0,South,furniture,chairs,2019,10,10,0.22242793233014246
2019-12-04,2019-12-05,1451.84,-3.77,0.3,West,technology,accessories,2019,12,4,-0.002596704871060172
2021-01-03,2021-01-06,1107.28,242.46,0.0,East,technology,accessories,2021,1,3,0.21896900512968717
2018-03-24,2018-03-27,1740.51,277.22,0.0,Central,office supplies,binders,2018,3,24,0.15927515498330952
2021-11-04,2021-11-10,119.45,-148.97,0.0,South,office supplies,paper,2021,11,4,-1.2471326915027208
2019-05-23,2019-05-25,576.39,362.44,0.1,South,technology,copiers,2019,5,23,0.6288103541005222
2020-11-16,2020-11-22,656.56,133.51,0.0,East,office supplies,storage,2020,11,16,0.20334775191909346
2019-03-13,2019-03-18,1214.92,50.47,0.0,East,furniture,tables,2019,3,13,0.041541829914726894
2018-12-03,2018-12-09,918.81,375.0,0.1,South,office supplies,storage,2018,12,3,0.4081366114865968
2021-04-16,2021-04-20,484.61,12.24,0.2,West,office supplies,paper,2021,4,16,0.025257423495181692
2018-09-17,2018-09-22,1835.25,304.46,0.3,Central,office supplies,storage,2018,9,17,0.16589565454297778
2021-08-06,2021-08-08,1651.08,305.21,0.0,South,technology,accessories,2021,8,6,0.184854761731715
2022-01-04,2022-01-05,1032.04,-167.2,0.3,West,furniture,bookcases,2022,1,4,-0.16200922444866478
2021-09-28,2021-09-30,944.6,38.26,0.3,East,office supplies,binders,2021,9,28,0.040503917001905566
2019-09-25,2019-09-26,277.26,195.49,0.1,South,furniture,bookcases,2019,9,25,0.7050782658876146
2020-03-29,2020-04-03,856.32,64.12,0.3,South,office supplies,storage,2020,3,29,0.07487855007473841
2019-02-05,2019-02-07,103.74,195.24,0.3,Central,technology,phones,2019,2,5,1.8820127241179874
2020-06-24,2020-06-29,1431.83,266.47,0.0,South,furniture,bookcases,2020,6,24,0.1861044956454328
2022-01-15,2022-01-16,610.14,-126.24,0.2,Central,technology,phones,2022,1,15,-0.20690333366112695
2020-07-01,2020-07-06,1007.17,69.58,0.3,East,furniture,tables,2020,7,1,0.06908466296652999
2018-08-15,2018-08-19,25.7,401.27,0.0,West,technology,copiers,2018,8,15,15.613618677042801
2021-01-28,2021-01-30,439.75,260.15,0.2,West,furniture,chairs,2021,1,28,0.591586128482092
2021-01-28,2021-02-02,1512.97,-174.84,0.0,South,office supplies,binders,2021,1,28,-0.11556078441740418
2020-10-23,2020-10-27,1949.69,-163.46,0.3,South,technology,accessories,2020,10,23,-0.08383896927203813
2020-12-24,2020-12-28,188.98,-169.9,0.0,East,office supplies,paper,2020,12,24,-0.8990369351254102
2018-02-23,2018-02-25,1096.74,-130.09,0.1,West,furniture,tables,2018,2,23,-0.11861516859055017
2021-01-30,2021-02-01,58.27,-112.94,0.1,Central,furniture,chairs,2021,1,30,-1.9382186373777242
2018-04-21,2018-04-27,1071.26,216.59,0.3,East,furniture,bookcases,2018,4,21,0.202182476709669
2020-01-10,2020-01-12,1047.68,274.28,0.3,Central,technology,phones,2020,1,10,0.2617974954184483
2018-04-14,2018-04-18,1952.51,-112.11,0.0,West,technology,phones,2018,4,14,-0.05741839990576233
2020-01-15,2020-01-17,379.84,104.86,0.3,East,technology,copiers,2020,1,15,0.2760636057287279
2018-02-24,2018-02-26,462.06,249.3,0.3,South,furniture,chairs,2018,2,24,0.5395403194390339
2019-04-29,2019-05-04,1948.9,392.94,0.0,South,technology,phones,2019,4,29,0.20162142747190723
2020-09-09,2020-09-10,596.47,-55.03,0.2,South,technology,phones,2020,9,9,-0.09225945982195248
2019-05-04,2019-05-09,508.28,138.85,0.2,South,technology,phones,2019,5,4,0.2731762020933344
2019-05-31,2019-06-02,1980.61,-32.59,0.3,South,technology,accessories,2019,5,31,-0.01645452663573344
2021-03-12,2021-03-16,1558.32,-56.51,0.1,South,office supplies,storage,2021,3,12,-0.03626341187945993
2022-01-04,2022-01-06,1697.44,20.6,0.2,Central,technology,accessories,2022,1,4,0.012135922330097087
2019-04-01,2019-04-05,788.57,271.89,0.2,East,furniture,chairs,2019,4,1,0.3447886680954132
2019-07-18,2019-07-24,595.2,128.99,0.2,Central,furniture,bookcases,2019,7,18,0.2167170698924731
2021-06-19,2021-06-21,311.66,-194.51,0.3,East,furniture,tables,2021,6,19,-0.6241096066226015
2020-08-03,2020-08-09,1068.73,-30.67,0.0,West,technology,accessories,2020,8,3,-0.028697613054747224
2019-03-29,2019-04-04,563.91,364.88,0.1,West,furniture,tables,2019,3,29,0.6470536078452236
2021-05-31,2021-06-06,1130.53,404.77,0.3,South,office supplies,paper,2021,5,31,0.35803561161579084
2019-09-12,2019-09-13,291.26,496.49,0.1,Central,furniture,bookcases,2019,9,12,1.7046281672732269
2018-09-29,2018-10-03,1903.83,496.37,0.3,Central,technology,accessories,2018,9,29,0.26072180814463475
2020-10-13,2020-10-17,533.89,105.9,0.2,Central,office supplies,paper,2020,10,13,0.1983554664818596
2020-06-04,2020-06-06,1962.73,-66.92,0.2,East,technology,accessories,2020,6,4,-0.03409536716716003
2021-10-09,2021-10-10,1921.07,165.02,0.1,West,technology,phones,2021,10,9,0.08590004528726179
2018-12-28,2019-01-03,1442.3,-26.86,0.0,Central,technology,phones,2018,12,28,-0.018623032656174165
2018-07-06,2018-07-10,1138.87,340.14,0.1,South,technology,phones,2018,7,6,0.29866446565455235
